Song,Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy
Track 81078,Aurora Soundwave,355735306,1691227,Reggae,2000,68,95,0.41,2,0.99,0.12,0.77
Track 21994,The Midnight Howl,592384124,233338,House,2003,3,22,-0.68,30,0.65,0.41,0.44
Track 27195,Horizon Flow,653078363,524821,Rock,1990,34,27,0.44,33,0.77,0.57,0.43
Track 55467,Luna Nova,701398964,1310477,Rock,1995,64,33,0.21,94,0.2,0.04,0.72
Track 8390,ElectroPulse,396386921,3000007,Drum & Bass,2020,69,98,-0.62,60,0.14,0.93,0.88
Track 83349,Bass Surge,124556988,3417230,Drum & Bass,2016,1,1,-0.97,9,0.93,0.24,0.18
Track 64181,The Midnight Howl,628752915,471778,Drum & Bass,2015,21,95,-0.21,29,0.73,0.27,0.45
Track 43307,Firefly Symphony,623554018,1922717,Indie,2013,23,21,-0.78,71,0.39,0.99,0.86
Track 29779,Luna Nova,221263227,4873543,Latin,2007,29,81,0.37,57,0.37,0.26,0.53
Track 12168,Liam Harper,724020403,2463411,R&B,2001,59,88,-0.45,52,0.33,0.2,0.77
Track 88127,EchoSync,236097650,3423466,K-Pop,2000,86,66,-0.8,79,0.82,0.18,0.21
Track 74865,ElectroPulse,219940078,4658876,Hip-Hop,2017,15,69,-0.12,91,0.8,0.9,0.52
Track 6926,Luna Nova,765843061,512139,Rock,2002,98,38,0.41,6,0.86,0.58,0.31
Track 42392,ElectroPulse,57281930,4171358,Reggae,1990,14,12,-0.6,24,0.17,0.55,0.31
Track 92627,Horizon Flow,281612459,4356203,Indie,2012,19,49,-0.07,53,0.91,0.24,0.91
Track 12652,The Midnight Howl,751340217,3769809,Latin,1993,80,67,-0.64,13,0.89,0.5,0.9
Track 71292,Horizon Flow,646484149,2235000,House,1996,8,2,-0.42,41,0.64,0.19,0.24
Track 97883,Neon Vortex,329989014,3643973,EDM,2019,87,71,-0.49,97,0.76,0.31,0.96
Track 16625,ElectroPulse,474724683,1135078,Drum & Bass,2022,72,59,0.9,29,0.37,0.63,0.93
Track 97101,Firefly Symphony,565460447,889502,Metal,2014,65,2,0.56,37,0.21,0.16,0.85
Track 10436,The Midnight Howl,628044644,3254387,Electronic,1997,57,18,0.03,51,0.44,0.21,0.22
Track 95293,DJ Thunder,476968070,4236512,K-Pop,1993,13,90,-0.33,38,0.29,0.92,0.79
Track 30813,EchoSync,506506383,3399817,Folk,2007,79,49,0.38,2,0.99,0.87,0.43
Track 82712,Horizon Flow,283931068,787928,Metal,2022,28,92,0.95,24,0.9,0.7,0.69
Track 81752,Urban Rhapsody,636241473,370104,Metal,2016,92,62,-0.36,52,0.93,0.47,0.28
Track 3925,Ava & The Ocean,284639961,4272925,EDM,2007,58,54,-0.56,42,0.92,0.56,0.31
Track 44209,Luna Nova,796426043,4957214,R&B,2013,21,81,-0.72,22,0.57,0.5,0.3
Track 28366,Neon Vortex,711077496,225253,EDM,2002,59,78,0.14,28,0.93,0.42,0.84
Track 75170,Sofia Carter,424436650,1547741,Metal,2011,90,83,0.6,46,0.14,0.93,0.2
Track 29899,Crimson Echo,485353639,4060831,House,1996,66,76,-0.31,43,0.69,0.72,0.28
Track 91705,Samantha Lee,313856558,1749122,Metal,2018,3,59,-0.51,91,0.61,0.01,0.41
Track 18944,Crimson Echo,698258221,4532845,Punk,2000,90,57,0.89,12,0.92,0.41,0.14
Track 21568,Sofia Carter,678224844,1654750,Blues,2006,62,98,0.88,9,0.69,0.52,0.72
Track 20908,Crimson Echo,328564207,1939763,EDM,1995,33,75,0.25,60,0.22,0.02,0.27
Track 59956,Shadow Beats,262116860,1843842,Jazz,1991,31,45,0.17,38,0.52,0.17,0.86
Track 68272,Retro Resonance,548179105,2386371,House,2011,42,57,-0.53,40,0.31,0.84,0.12
Track 64501,Liam Harper,365108907,4527364,R&B,1998,93,66,0.84,2,0.96,0.08,0.12
Track 1320,Aurora Soundwave,370101435,4747937,Trap,2014,98,25,-0.47,80,0.15,0.35,0.83
Track 97798,Crimson Echo,153835807,3681075,EDM,2025,64,9,0.71,11,0.91,0.72,0.53
Track 47151,EchoSync,245951359,48699,Trap,1996,99,17,0.78,96,0.46,0.97,0.25
Track 36073,Sofia Carter,128956974,4660667,Punk,1991,53,32,-0.33,80,0.51,0.01,0.77
Track 60773,Horizon Flow,604911046,2730426,House,2008,28,52,-0.34,84,0.67,0.73,0.97
Track 8614,Celestial Harmony,734077926,2432784,Indie,2011,28,7,-0.75,71,0.57,0.53,0.57
Track 87562,Samantha Lee,707833199,953618,Blues,1992,16,12,-0.85,63,0.64,0.53,0.2
Track 25799,Ava & The Ocean,62907473,3700758,Latin,2009,77,32,0.25,34,0.47,0.59,0.31
Track 75460,Urban Rhapsody,27350107,592229,Trap,1994,43,90,0.6,33,0.19,0.47,0.92
Track 48441,EchoSync,105331567,224660,Rock,1999,53,14,0.72,99,0.97,0.22,0.45
Track 43681,Ava & The Ocean,677997779,3802194,Lo-Fi,2025,53,51,0.28,8,0.39,0.1,0.64
Track 51098,Bass Surge,236627478,1127208,Indie,2010,96,1,-0.43,91,0.83,0.62,0.29
Track 89604,ElectroPulse,736307693,512375,Punk,1999,87,75,0.89,42,0.27,0.32,0.42
Track 39160,Urban Rhapsody,689563919,125731,Synthwave,1996,21,24,-0.61,57,0.9,0.75,0.47
Track 74924,Luna Nova,60598206,3891897,Trap,2018,41,67,0.18,100,0.73,0.3,0.71
Track 98887,Neon Vortex,317723344,1142429,Indie,2016,23,10,0.29,61,0.99,0.05,0.91
Track 67665,Neon Vortex,396462693,3540091,Synthwave,2024,76,39,0.51,92,0.31,0.8,0.28
Track 1538,Luna Nova,133772793,1576436,Rock,2003,94,89,0.34,49,0.13,0.22,0.52
Track 34013,Aurora Soundwave,792013562,2761400,Indie,2008,90,87,-0.05,96,0.44,0.53,0.92
Track 9687,Celestial Harmony,544147744,1052217,House,2020,83,33,0.14,17,0.93,0.41,0.74
Track 32729,Bass Surge,43029715,76911,Folk,2008,100,2,-0.77,6,0.16,0.9,0.52
Track 46548,Samantha Lee,58079642,3951951,Drum & Bass,2010,70,19,-0.63,26,0.66,0.86,0.17
Track 41726,Liam Harper,559489217,1914785,Latin,2023,64,1,-0.35,3,0.1,1.0,0.71
Track 48028,Shadow Beats,317184187,4743745,House,2001,33,39,-0.66,34,0.93,0.67,0.71
Track 88682,DJ Thunder,309335184,2118117,Rock,2021,20,77,-0.8,17,0.9,0.09,0.75
Track 85031,Sofia Carter,156902440,1604414,Lo-Fi,2005,87,54,0.96,0,0.21,0.62,0.11
Track 27798,Samantha Lee,579864351,4255524,Drum & Bass,2010,91,81,0.6,83,0.83,0.14,0.11
Track 10570,Horizon Flow,769251075,1918911,Punk,1997,58,4,-0.99,81,0.73,0.02,0.69
Track 40882,Neon Vortex,525633057,1930124,Techno,2003,30,9,-0.15,6,0.68,0.08,0.8
Track 18073,The Midnight Howl,173085046,1856200,K-Pop,2011,37,88,-0.17,94,0.44,0.78,0.98
Track 24703,Firefly Symphony,103128975,535414,Reggae,2007,97,88,0.89,26,0.86,0.48,0.98
Track 43929,Liam Harper,632358754,4489890,Hip-Hop,2025,14,10,-0.13,79,0.19,0.5,0.8
Track 96032,Bass Surge,585024548,2253015,Techno,2011,62,91,-0.6,71,0.85,0.92,0.9
Track 74898,Liam Harper,342315842,2960778,Synthwave,1996,74,19,0.54,74,0.81,0.25,0.24
Track 32796,Jay Zenith,798575636,2073865,Indie,2011,66,54,-0.63,7,0.11,0.7,0.19
Track 30193,Shadow Beats,560400700,2604545,Rock,2019,72,70,-0.05,46,0.43,0.39,0.37
Track 2284,Aurora Soundwave,420532037,1262083,Blues,2008,59,92,-0.23,11,0.18,0.02,0.52
Track 71326,Neon Vortex,554798591,744133,Indie,2006,58,53,0.58,32,0.11,0.63,0.24
Track 19910,Shadow Beats,681827439,1895964,Synthwave,2014,84,82,0.19,87,0.53,0.35,0.31
Track 98209,Urban Rhapsody,323433140,4016511,Pop,2018,60,10,-0.72,94,0.4,0.32,0.35
Track 60402,The Midnight Howl,255126893,4303356,Techno,2021,40,20,-0.88,62,0.73,0.91,0.32
Track 13669,Bass Surge,426932917,3371307,K-Pop,1990,27,76,0.66,82,0.55,0.98,0.61
Track 17419,Jay Zenith,644807784,100133,Country,2006,61,24,0.36,75,0.94,0.67,0.71
Track 18552,Sofia Carter,279336062,4898265,Pop,1996,74,76,0.29,34,0.85,0.26,0.37
Track 15509,Samantha Lee,181424049,1473682,Rock,2008,19,1,0.46,74,0.47,0.89,0.69
Track 25511,Neon Vortex,335120600,3812860,Metal,2002,89,85,0.82,71,0.49,0.86,0.16
Track 32292,Samantha Lee,89748581,4563805,House,2001,85,99,-0.13,40,0.25,0.7,0.89
Track 52509,Horizon Flow,73091152,3976697,Country,2011,74,92,0.34,71,0.92,0.05,0.51
Track 77829,DJ Thunder,148033462,4719479,Trap,2011,87,4,0.69,60,0.64,0.23,0.54
Track 31325,Neon Vortex,559786537,2898135,Pop,2024,34,22,0.93,87,0.64,0.2,0.97
Track 54258,Crimson Echo,34549317,4080210,Latin,2005,92,56,0.68,50,0.13,0.13,0.99
Track 8315,Celestial Harmony,354543486,888907,Country,2003,25,18,0.11,77,0.34,0.83,0.67
Track 39643,Luna Nova,170012117,3809641,Indie,2018,74,38,-0.63,36,0.59,0.32,0.41
Track 6597,Ava & The Ocean,153338016,1132398,Folk,1997,35,80,-0.13,25,0.61,0.51,0.16
Track 68713,Celestial Harmony,644856832,3782469,EDM,2002,97,86,-0.17,33,0.81,0.14,0.32
Track 22292,Luna Nova,309390902,4194729,Pop,1996,31,81,0.39,63,0.51,0.01,0.96
Track 42053,Neon Vortex,323628607,2248678,Latin,2007,49,85,-0.81,75,0.81,0.65,0.46
Track 84345,DJ Thunder,783409147,1876353,Synthwave,2000,81,59,0.2,16,0.26,0.4,0.49
Track 39610,Aurora Soundwave,442171108,3026308,Hip-Hop,2008,36,43,0.59,37,0.17,0.41,0.55
Track 51056,The Midnight Howl,593105416,2508955,Trap,1991,30,62,0.46,33,0.41,0.98,0.58
Track 4974,Aurora Soundwave,462893296,4113599,K-Pop,1999,92,50,-0.22,49,0.32,0.56,0.95
Track 29255,EchoSync,145517831,2960835,Trap,2013,8,33,-0.36,44,0.92,0.37,0.13
Track 25434,Horizon Flow,210997995,470407,Jazz,1995,7,8,0.72,14,0.46,0.05,0.3
Track 27993,Urban Rhapsody,49356597,106754,Drum & Bass,2021,93,39,-0.49,65,0.15,0.88,0.7
Track 66864,Liam Harper,661518502,4326519,Lo-Fi,1997,52,87,0.62,39,0.99,0.9,0.74
Track 61058,Sofia Carter,778063649,1800401,Indie,2016,99,79,0.09,86,0.2,0.02,0.55
Track 90972,The Midnight Howl,305350509,1776756,Blues,2007,75,3,-0.19,7,0.49,0.52,0.32
Track 30064,Firefly Symphony,145349004,2139229,Latin,1995,72,41,-0.01,26,0.72,0.9,0.79
Track 4674,Firefly Symphony,649228448,4806095,Blues,2025,71,56,0.35,31,0.15,0.91,0.47
Track 64701,Aurora Soundwave,653568577,3561389,Indie,2006,70,66,-0.29,87,0.18,0.0,0.79
Track 56751,Liam Harper,712910568,3254893,Punk,2018,79,6,0.09,35,0.4,0.66,0.63
Track 6030,Firefly Symphony,219775713,751075,Drum & Bass,2018,98,3,0.84,97,0.75,0.86,0.83
Track 75514,Bass Surge,193066777,3815698,Lo-Fi,2019,87,41,-0.11,53,0.44,0.43,0.29
Track 48316,ElectroPulse,69982224,4408791,Punk,1995,75,90,0.41,78,0.16,0.69,0.98
Track 34668,Ava & The Ocean,397796149,215577,Folk,2025,13,96,0.08,96,0.49,0.56,0.63
Track 68886,Jay Zenith,110362008,3046828,Jazz,2014,56,88,0.42,20,0.69,0.78,0.45
Track 55438,Ava & The Ocean,361650443,1658802,Rock,1996,49,60,-0.94,46,0.86,0.9,0.68
Track 26086,Celestial Harmony,279244123,1777263,EDM,1993,79,54,-0.97,67,0.98,0.48,0.33
Track 68282,EchoSync,300020061,4427687,Hip-Hop,2022,36,103,-0.84,18,0.54,0.09,0.53
Track 5895,Sofia Carter,73513181,2900555,Rock,2014,46,9,-0.58,42,0.55,0.42,0.76
Track 43611,Horizon Flow,608934939,431990,Lo-Fi,2020,81,73,-0.97,25,0.35,0.35,0.8
Track 97673,Sofia Carter,125235380,4085924,Country,2000,51,95,-0.45,76,0.69,0.47,0.4
Track 44254,Neon Vortex,107742341,2045118,Lo-Fi,1990,79,30,-0.42,69,0.66,0.54,0.97
Track 54357,Ava & The Ocean,786754350,618327,Pop,2000,59,61,-0.21,22,0.77,0.42,0.94
Track 40234,Ava & The Ocean,385109006,3058626,Pop,2022,11,90,-0.34,15,0.91,0.3,0.74
Track 2077,Urban Rhapsody,234109110,2645054,Latin,2016,16,68,0.7,68,0.41,0.12,0.21
Track 45862,Bass Surge,713493014,3004950,Metal,2007,32,98,-0.66,87,0.93,0.73,0.71
Track 29118,Celestial Harmony,239162377,2690320,Synthwave,2017,16,26,-0.42,63,0.52,0.11,0.51
Track 6961,Samantha Lee,350395946,1968512,Lo-Fi,1992,53,37,-0.58,56,0.67,0.86,0.76
Track 49849,Sofia Carter,20134430,51683,R&B,2009,85,31,-0.58,69,0.61,0.4,0.41
Track 29734,Horizon Flow,376310131,4751374,R&B,2015,44,49,0.66,52,0.2,0.96,0.34
Track 87355,Jay Zenith,39244519,1829594,Country,2004,60,34,-1.0,53,0.16,0.02,0.2
Track 11661,Aurora Soundwave,196033360,42049,K-Pop,2019,46,60,-0.47,56,0.37,0.64,0.61
Track 75624,Crimson Echo,104338561,2869876,Drum & Bass,1997,54,72,-0.66,34,0.41,0.49,0.98
Track 40053,Shadow Beats,483655084,4013315,Techno,2002,30,97,0.38,61,0.87,0.77,0.84
Track 85441,Jay Zenith,729057396,2342457,R&B,2010,20,54,-0.48,59,0.95,0.63,0.33
Track 76944,Retro Resonance,187559640,3672828,Country,1995,45,7,0.44,23,0.28,0.14,0.21
Track 15925,Firefly Symphony,120396926,1727679,Hip-Hop,1998,55,47,0.99,76,0.56,0.78,0.76
Track 82788,DJ Thunder,144939239,4725157,Trap,1993,100,32,0.16,88,0.62,0.14,0.65
Track 87148,Luna Nova,244646864,3174020,Lo-Fi,2009,93,48,0.49,98,0.72,0.89,0.36
Track 33192,Shadow Beats,200086967,4348391,K-Pop,1991,65,63,-0.27,60,0.39,0.86,0.16
Track 53049,Horizon Flow,646619274,3647435,Pop,2004,26,67,-0.84,40,0.13,0.87,0.51
Track 40274,Ava & The Ocean,73185306,2799905,Blues,2003,94,83,0.96,70,0.59,0.62,0.49
Track 14635,Samantha Lee,500028114,523620,Trap,2024,7,60,0.69,86,0.84,0.97,0.33
Track 1362,Ava & The Ocean,392343028,4154414,House,2015,38,80,-0.92,73,0.18,0.48,0.61
Track 41977,EchoSync,608833883,3214650,R&B,2004,93,97,-0.43,39,0.9,0.46,0.66
Track 3335,Aurora Soundwave,212279025,2248914,EDM,1997,80,64,-0.43,21,0.82,0.65,0.4
Track 84462,Ava & The Ocean,245841692,2638197,House,2024,19,54,-0.65,71,0.99,0.11,0.58
Track 9887,Samantha Lee,192813109,1320890,Country,2022,51,80,-0.38,77,0.49,0.18,0.61
Track 4478,Liam Harper,347074253,2790032,Jazz,2024,4,37,0.38,28,0.89,0.37,0.18
Track 30064,Ava & The Ocean,711728897,1029152,Rock,1996,9,42,0.97,70,0.23,0.07,0.86
Track 53455,ElectroPulse,409097600,1876402,House,1994,82,39,-0.52,99,0.2,0.29,0.65
Track 37758,Aurora Soundwave,795245062,361957,Pop,2019,55,64,0.45,17,0.46,0.55,0.62
Track 75302,Celestial Harmony,640072938,517260,Punk,2005,6,70,0.22,80,0.62,0.44,0.72
Track 89081,Celestial Harmony,482786325,1845516,Metal,2016,41,72,-0.29,47,0.28,0.43,0.17
Track 45576,DJ Thunder,798372099,2969546,Blues,1995,48,96,-0.56,59,0.66,0.88,0.28
Track 96009,Samantha Lee,469681889,4359518,Latin,1999,21,43,-0.12,79,0.76,0.42,0.73
Track 61072,Crimson Echo,736843459,4867972,Indie,2012,10,77,-0.22,35,0.82,0.41,0.38
Track 4359,The Midnight Howl,131874983,390414,Drum & Bass,2020,93,59,0.82,80,0.6,0.73,0.41
Track 23930,The Midnight Howl,594370301,3798874,Rock,2022,64,88,0.1,3,0.32,0.32,0.77
Track 94651,Retro Resonance,257766063,780288,Lo-Fi,2025,13,80,0.28,73,0.79,0.18,0.71
Track 35126,Ava & The Ocean,223738309,79275,Metal,2020,96,62,0.55,92,0.68,0.82,0.49
Track 33388,Firefly Symphony,280815325,1198408,Synthwave,1990,85,47,-0.01,9,0.16,0.42,0.69
Track 19485,Neon Vortex,207655182,4261584,R&B,2023,84,55,-0.13,40,0.12,0.8,0.43
Track 14022,Neon Vortex,760268096,274095,Punk,2003,50,5,0.59,5,0.5,0.83,0.27
Track 83948,Liam Harper,545584178,2182016,Country,2016,17,14,0.38,35,0.34,0.98,0.43
Track 27633,Urban Rhapsody,660159988,169558,Rock,2012,89,54,-0.25,91,0.97,0.47,0.48
Track 81685,Samantha Lee,480566539,3079540,Jazz,2025,20,13,0.47,16,0.42,0.52,0.35
Track 80647,Luna Nova,704308147,1143327,Metal,1991,9,84,0.98,7,0.5,0.63,0.88
Track 28473,Crimson Echo,523628060,3832557,Reggae,2001,71,73,-0.09,78,0.24,0.28,0.34
Track 35614,Bass Surge,66035486,1639899,Reggae,2012,15,82,-0.53,20,0.61,0.5,0.6
Track 39329,Samantha Lee,427724702,4978688,Latin,2023,76,61,0.15,61,0.6,0.69,0.23
Track 52232,The Midnight Howl,115060895,3916723,House,2016,29,55,-0.92,63,0.61,0.46,0.21
Track 5647,Horizon Flow,567932052,3550201,K-Pop,2013,99,68,-0.28,32,0.36,0.32,0.71
Track 58328,DJ Thunder,789083531,1372864,Jazz,1991,24,25,-0.99,33,0.82,0.97,0.96
Track 93265,Celestial Harmony,410382041,2938392,Folk,2005,36,76,-0.48,29,0.49,0.69,0.77
Track 80030,Retro Resonance,427352217,1824810,Country,2020,4,42,-0.91,87,0.32,0.84,0.68
Track 63779,Firefly Symphony,748117003,4166184,Synthwave,2017,98,44,0.27,66,0.14,0.34,0.82
Track 82870,Urban Rhapsody,448364157,1589949,Metal,1996,41,103,0.03,39,0.88,0.67,0.37
Track 73022,Samantha Lee,525339443,2181059,Jazz,2014,79,36,0.52,73,0.49,0.12,0.66
Track 26168,Horizon Flow,481672090,3086695,R&B,2000,18,93,-0.57,38,0.15,0.7,0.39
Track 20518,Celestial Harmony,559269332,3234095,Techno,2001,36,44,-0.75,46,0.69,0.23,0.42
Track 15667,Bass Surge,368053001,436550,Metal,2023,98,38,0.88,5,0.25,0.03,0.68
Track 62049,DJ Thunder,164289880,1058441,Rock,2017,22,59,0.27,15,0.47,0.84,0.2
Track 28666,Bass Surge,688549718,4671316,Reggae,2012,71,7,0.22,49,0.93,0.02,0.11
Track 19752,Celestial Harmony,483906896,3351090,House,2019,17,82,0.63,8,0.91,0.39,0.25
Track 50021,Urban Rhapsody,262257541,1710403,Jazz,2015,39,26,0.75,13,0.62,0.2,0.43
Track 1039,Liam Harper,794157348,3561717,K-Pop,1993,44,62,0.83,26,0.13,0.53,0.77
Track 41527,Firefly Symphony,421746253,4523893,Synthwave,2016,20,66,-0.37,53,0.63,0.32,0.78
Track 88872,Aurora Soundwave,31093650,1671442,Drum & Bass,1997,13,75,0.65,6,0.12,0.11,0.63
Track 68723,Urban Rhapsody,325015412,4805463,EDM,2023,40,85,-0.94,16,0.73,0.44,0.66
Track 37306,Luna Nova,187559331,2872735,Synthwave,2002,85,12,-0.07,57,0.69,0.27,0.95
Track 18460,DJ Thunder,438962487,2383788,Folk,2001,59,15,-0.53,80,0.64,0.81,0.32
Track 90281,DJ Thunder,478007324,2056788,Rock,2021,19,34,-0.51,87,0.94,0.85,0.47
Track 75666,Liam Harper,631691196,4176976,Trap,2019,72,52,0.17,87,0.93,0.93,0.52
Track 36830,Bass Surge,246257628,2308281,Electronic,2003,87,91,-0.48,5,0.43,0.84,0.2
Track 29809,DJ Thunder,548645618,3216495,Indie,2004,4,87,0.43,93,0.61,0.32,0.92
Track 54695,Bass Surge,235454297,898359,Metal,2024,3,98,0.22,17,0.19,0.46,0.42
Track 70359,Jay Zenith,475715569,2440022,House,2019,91,102,-0.34,46,0.96,0.07,0.51
Track 29392,Neon Vortex,107277310,2033346,Synthwave,2025,88,99,0.28,43,0.96,0.13,0.18
Track 48234,Bass Surge,662548482,2827096,Metal,2010,49,94,-0.94,26,0.65,0.22,0.51
Track 73914,Ava & The Ocean,99351852,565351,K-Pop,1993,53,21,-0.41,27,0.98,0.18,0.25
Track 21355,Neon Vortex,616354762,758729,R&B,1996,62,85,0.87,85,0.63,0.9,0.53
Track 83372,Bass Surge,92376074,110167,Reggae,1994,18,30,0.86,64,0.39,0.22,0.77
Track 56492,Crimson Echo,555986662,4032880,Blues,1996,68,99,0.56,30,0.9,0.79,1.0
Track 49123,Neon Vortex,149537514,189575,Lo-Fi,2012,89,40,-0.01,34,0.13,0.65,0.8
Track 4316,Celestial Harmony,260240137,1635740,Latin,2005,14,92,-0.51,70,0.77,0.27,0.54
Track 44904,Retro Resonance,168657070,124617,Punk,1995,4,48,0.09,80,0.91,0.42,0.97
Track 66102,Shadow Beats,174520144,2621914,Techno,2016,20,41,-0.05,76,0.55,0.91,0.4
Track 49419,Jay Zenith,779777795,2066610,Indie,1993,30,82,0.41,6,0.82,0.93,0.53
Track 92192,Horizon Flow,149440051,3875642,Pop,1992,19,33,-0.81,99,0.65,0.66,0.91
Track 20002,Celestial Harmony,479096299,1252934,House,2002,38,45,-0.23,72,0.58,0.43,0.14
Track 25944,DJ Thunder,471615501,3068814,Blues,2006,99,20,-0.68,94,0.66,0.89,0.28
Track 56521,Urban Rhapsody,225565637,1393797,Indie,2003,80,60,0.43,26,0.36,0.46,0.59
Track 23537,Neon Vortex,53456899,4028204,Folk,2001,74,44,-0.65,30,0.34,0.39,0.64
Track 89932,Jay Zenith,572341652,3821103,Techno,2014,53,22,-0.61,98,0.39,0.39,0.16
Track 14161,EchoSync,710346375,3190867,Folk,2004,76,12,-0.53,62,0.86,0.09,0.6
Track 12666,Firefly Symphony,679036078,1857016,Hip-Hop,1991,45,23,-0.99,48,0.6,0.68,0.16
Track 95968,Neon Vortex,752798247,88845,Latin,1995,42,44,-0.74,71,0.41,0.25,0.14
Track 75808,Celestial Harmony,594043256,49126,Lo-Fi,1991,99,100,-0.93,24,0.22,0.56,0.12
Track 91030,DJ Thunder,585823436,3241328,Blues,2005,54,56,0.78,81,0.13,0.93,0.91
Track 85439,Urban Rhapsody,666114013,2222469,Metal,2019,39,7,-0.29,92,0.41,0.79,0.8
Track 66575,Horizon Flow,165185863,4405677,Hip-Hop,2008,39,2,-0.87,35,0.17,0.14,0.35
Track 19586,Samantha Lee,476697228,502080,Metal,2016,50,31,-0.34,59,0.56,0.43,0.31
Track 54891,Aurora Soundwave,692283760,3789364,Electronic,1998,79,13,-0.41,32,0.85,0.21,0.29
Track 73083,Liam Harper,252709274,2938297,Hip-Hop,2022,57,95,-0.69,47,0.35,0.22,0.45
Track 71608,EchoSync,514949763,3849154,Blues,2020,96,88,-0.97,7,0.14,0.96,0.6
Track 60712,Neon Vortex,576254648,4569443,Country,2009,90,20,0.96,71,0.67,0.57,0.9
Track 24504,DJ Thunder,373509018,2952477,Folk,2024,45,79,-0.56,45,0.31,0.97,0.73
Track 90103,Jay Zenith,720840149,170181,Drum & Bass,1997,9,86,-0.84,72,1.0,0.82,0.84
Track 49578,Liam Harper,685966658,344645,Country,2018,19,63,0.94,51,0.62,0.2,0.51
Track 6206,Crimson Echo,496817701,2545380,Blues,2004,97,2,-0.93,34,0.55,0.69,0.19
Track 11098,Sofia Carter,156227202,4832398,Reggae,1990,58,13,0.39,26,0.79,0.03,0.62
Track 35812,Shadow Beats,404594719,2730887,R&B,1996,50,89,0.89,74,0.53,0.01,0.78
Track 31439,Bass Surge,137211615,911097,EDM,2019,11,27,0.3,52,0.23,0.93,0.41
Track 38496,EchoSync,493755715,267458,Synthwave,2004,93,41,-0.57,14,0.66,0.33,0.11
Track 2159,Luna Nova,87730749,194791,Electronic,2013,41,84,0.67,92,0.52,0.9,0.1
Track 85714,Celestial Harmony,781313133,4296499,Reggae,2023,97,95,0.97,79,0.78,0.41,0.52
Track 48219,Jay Zenith,437761423,1146210,Jazz,2008,85,49,-0.75,44,0.72,0.15,0.6
Track 56793,DJ Thunder,603788459,1214216,EDM,2025,32,50,-0.4,4,0.53,0.44,0.43
Track 24237,Luna Nova,308918903,2636766,Techno,2003,34,84,0.39,34,0.48,0.19,0.87
Track 57555,Shadow Beats,630245469,203520,K-Pop,2021,49,101,-0.2,30,0.56,0.23,0.26
Track 18764,Luna Nova,376723250,375516,Metal,1995,48,70,0.56,63,0.45,0.45,0.51
Track 53573,Jay Zenith,421848831,275017,Techno,2023,60,85,-0.49,28,0.4,0.23,0.18
Track 37605,Aurora Soundwave,428061220,4796294,Indie,1992,83,83,-0.68,73,0.35,0.39,0.15
Track 89727,Urban Rhapsody,743002725,4236664,Pop,1993,96,48,0.42,74,0.96,0.14,0.8
Track 70152,Urban Rhapsody,266309892,2872840,Country,1996,44,18,0.6,0,0.48,0.85,0.61
Track 68608,Luna Nova,318307493,1926573,Folk,2004,58,65,0.05,67,0.91,0.41,0.9
Track 68078,Ava & The Ocean,751272601,1221790,Reggae,2016,56,61,-0.74,65,0.92,0.32,0.36
Track 50625,Crimson Echo,538183313,695748,K-Pop,2018,32,82,0.64,100,0.31,0.14,0.81
Track 15898,The Midnight Howl,785361312,435911,K-Pop,2007,22,54,-0.39,42,0.6,0.95,0.4
Track 87114,Retro Resonance,130928307,2286808,Blues,1990,31,76,-0.02,31,0.97,0.77,0.94
Track 91325,DJ Thunder,653979408,4884163,Indie,2013,65,93,-0.04,60,0.76,0.33,0.81
Track 45240,Bass Surge,550304151,2877212,Techno,2012,60,50,0.18,21,0.87,0.36,0.6
Track 86821,Bass Surge,505381604,1235636,Country,2011,91,13,0.69,23,0.52,0.01,0.92
Track 93438,Aurora Soundwave,484295272,1209030,Blues,2008,55,37,-0.33,54,0.42,0.48,0.92
Track 8234,ElectroPulse,597664191,2818102,House,2002,90,62,0.9,12,0.11,0.78,0.58
Track 84314,Shadow Beats,654602930,4844012,Reggae,2009,45,43,-0.53,20,0.8,1.0,0.66
Track 32457,Firefly Symphony,95851087,472969,EDM,1997,68,20,0.28,6,0.7,0.62,0.14
Track 53074,Ava & The Ocean,137594036,3061719,EDM,1994,90,13,0.8,72,0.11,0.79,0.38
Track 31272,ElectroPulse,358574531,419530,Indie,2015,28,37,-0.46,1,0.9,0.54,0.39
Track 64513,Horizon Flow,265572083,3696721,Blues,2017,28,90,0.33,71,0.34,0.41,0.88
Track 92706,EchoSync,266412732,747821,Punk,2015,67,100,-0.25,20,0.16,0.87,0.9
Track 10132,Luna Nova,229871860,444308,Indie,2022,13,4,0.26,70,0.85,0.97,0.78
Track 38951,The Midnight Howl,366022547,1789964,Hip-Hop,2006,60,35,-0.97,71,0.17,0.67,0.14
Track 13659,EchoSync,613844785,3689892,Folk,2014,44,39,0.9,84,0.17,0.25,0.15
Track 45185,Horizon Flow,599808549,3406655,Rock,2025,41,54,0.91,40,0.9,0.7,0.59
Track 20822,Urban Rhapsody,154460351,2637398,Blues,1996,87,101,0.37,17,0.25,0.64,0.55
Track 23712,DJ Thunder,279930695,3758042,Techno,2014,29,7,0.93,84,0.74,0.13,0.69
Track 66562,Horizon Flow,435856288,3017122,Pop,2008,72,87,0.95,59,0.39,0.2,0.11
